Date,Close,High,Low,Open,Volume,RSI,MA10,MA20,MA50,MACD
2020-04-09,46040.20703125,46688.65726435764,44094.84488046958,44094.84488046958,2705242,52.77665298964433,42622.85390625,42152.725390625,50332.96765625,1071.5659762171085
2020-04-10,45780.8203125,46623.81165721439,45132.36631283175,46040.203439228186,2410195,51.887582714780585,43044.348828125,42139.7560546875,50095.63359375,1115.0100107232602
2020-04-13,45910.515625,46558.96967762219,45391.75314633276,45780.82405104506,1577526,52.320087506548205,43679.83359375,42259.7201171875,49863.487265625,1114.8630296802812
2020-04-14,45326.90625,45910.51450136117,43965.152391106465,45715.97714518997,2930381,50.13601900551626,44192.11171875,42337.5345703125,49619.66875,1039.3393124738716
2020-04-15,45975.36328125,46234.74262255324,45197.21762303492,45197.21762303492,1533689,52.508263620902035,44574.699609375,42389.4111328125,49374.55328125,996.7887305684965
2020-04-16,46169.89453125,46169.89453125,45262.06115621749,45391.75272897999,1592927,53.227148299298534,44976.740625,42558.008984375,49145.000703125,945.8952768364313
2020-04-17,46299.5859375,46558.96908209214,45975.36082391229,46364.431723648035,2219957,53.73000831648287,45359.328125,42878.9935546875,48911.557421875,886.146777592488
2020-04-20,46623.8125,46948.037597118804,45910.512705755886,46494.12093429156,1546182,55.03162331030596,45612.225390625,43355.6068359375,48676.8171875,834.3752938796108
2020-04-21,46364.4296875,46364.4296875,43965.150973999676,46040.20458815101,3253683,53.729438251887174,45826.215234375,43793.312890625,48451.1553125,751.1712987195651
2020-04-22,44937.83203125,46105.048546792925,44743.298490094494,44743.298490094494,2429650,47.12472179407492,45942.93671875,44029.9982421875,48193.070703125,576.4267094102055
2020-04-23,44872.98828125,46040.20475046503,44613.60514713452,46040.20475046503,1810773,46.84285976186779,45826.21484375,44224.534375,47931.09546875,439.056809168986
2020-04-24,44678.453125,45132.369814843434,43770.61974531313,44872.99048514111,1465017,45.95481780147009,45715.978125,44380.1634765625,47666.52640625,323.0364952870066
2020-04-27,43316.69921875,45326.90715450929,43316.69921875,45326.90715450929,3838307,40.208459114270276,45456.596484375,44568.2150390625,47374.722265625,151.25422578745548
2020-04-28,43446.38671875,44419.06579351648,42279.17030216937,43316.69515754056,3093569,40.96555577991237,45268.54453125,44730.328125,47084.215,48.36212051096652
2020-04-29,43446.38671875,43446.38671875,43446.38671875,43446.38671875,0,40.96555577991237,45015.646875,44795.1732421875,46793.707734375,-14.34377060667623
2020-04-30,43446.38671875,43446.38671875,43446.38671875,43446.38671875,0,40.96555577991237,44743.29609375,44860.018359375,46501.903515625,-48.5418824422872
2020-05-01,43446.38671875,43446.38671875,43446.38671875,43446.38671875,0,40.96555577991237,44457.976171875,44908.6521484375,46210.099296875,-62.96851221015561
2020-05-04,43705.7734375,44159.69012193143,43316.69872185667,44094.84433599088,1284318,42.91027925573645,44166.172265625,44889.198828125,45929.967421875,-47.54951989141205
2020-05-05,43316.69921875,43900.30748175721,43316.69921875,43640.92815217206,1518469,40.74224217451695,43861.39921875,44843.8072265625,45665.3984375,-55.50704604474436
2020-05-06,43835.4609375,43900.30672306373,43122.16493060378,43640.927397961226,1289607,44.750484663682315,43751.162109375,44847.0494140625,45424.17359375,-19.636893980977902
2020-05-07,45197.21875,45197.21875,43900.31055968815,43965.15635091902,2918280,53.61925024694057,43783.58515625,44804.9,45225.746796875,95.66602282629924
2020-05-08,47661.33984375,48115.25652993327,45262.061023299546,45391.75259568119,5825274,64.67064837622513,44081.873828125,44898.9259765625,45089.5715625,324.843695348839
2020-05-11,48309.79296875,48309.79296875,47012.88490392999,47661.33893633999,2556038,66.90544125762042,44581.183203125,45018.88984375,44987.1159375,496.7699138162927
